Rinf,s50,c,sigma
296.87,193.15,1.5104,0.34243
371.92,304.25,1.2163,0.42115
371.68,254.47,1.407,0.32326
350.19,195.96,1.6347,0.30885
276.82,193.94,1.4044,0.39071
293.96,215.59,1.2692,0.35339
333.28,225.38,1.3726,0.40548
396.54,293.53,1.325,0.38084
391.33,236.37,1.5726,0.37345
277.01,188.06,1.4938,0.37967
343.07,216.45,1.5314,0.33896
354.19,225.58,1.5293,0.3526
337.52,203.54,1.5749,0.31904
350.18,259.05,1.3116,0.38317
384.4,240.24,1.4837,0.34733
384.71,231.61,1.5548,0.32864
317.54,224.26,1.3609,0.33812
378.79,283.95,1.3746,0.32342
361.74,187.69,1.7768,0.33993
396.04,218.67,1.614,0.31463
371.31,237.25,1.5087,0.29798
329.73,198.34,1.5333,0.35331
377.1,252.2,1.4118,0.31141
363.23,250.01,1.3711,0.2891
394.79,265.1,1.3696,0.32315
220.49,134.82,1.6624,0.33825
335.88,199.29,1.5632,0.3416
361.73,189.04,1.6951,0.36666
338.92,227.69,1.4654,0.32406
399.21,233.97,1.5841,0.32436
297.12,184.2,1.5795,0.31256
338.38,232.46,1.4422,0.34812
367.38,240.18,1.3928,0.33831
325.28,215.59,1.442,0.3923
285.69,180.26,1.559,0.29385
383.76,254.54,1.394,0.35456
384.96,268.77,1.3733,0.36125
381.95,259.29,1.4531,0.32983
344.54,215.61,1.5023,0.29404
370.77,271.5,1.3434,0.31535
395.92,279.62,1.4111,0.30367
320.39,194.05,1.499,0.39779
231.03,159.52,1.5242,0.2818
324.9,212.23,1.5258,0.32802
367,239.52,1.4627,0.34266
354.32,239.05,1.4932,0.34742
297.28,175.46,1.5933,0.34623
369.33,217.76,1.4954,0.40903
288.75,184.01,1.5249,0.38258
311.81,187.36,1.5622,0.30552
398.74,243.8,1.5027,0.31307
367.12,220.02,1.5363,0.42132
384.45,253.9,1.4351,0.34057
393.56,271.37,1.3866,0.35464
334.33,208.27,1.5413,0.3475
202.3,128.39,1.6557,0.3424
352.11,227.91,1.4796,0.32531
393.26,222.25,1.5735,0.35648
388.88,266.67,1.4232,0.33244
398.17,277.73,1.3422,0.36608
359.2,260.44,1.3766,0.32837
306.72,188.13,1.5658,0.34499
346.1,223.58,1.5082,0.26758
389.98,242.99,1.4715,0.35202
301.23,200.21,1.5121,0.3821
391.99,248.01,1.4543,0.37267
321.59,225.44,1.4289,0.339
384.14,258.8,1.3814,0.30891
272.31,183.17,1.5165,0.31916
341.18,243.13,1.3631,0.33441
362.82,221.17,1.5705,0.34733
350.18,217.62,1.51,0.32853
362.13,279.33,1.3231,0.30221
399.5,272.86,1.3962,0.32518
372.76,206.59,1.5361,0.43515
349.28,237.93,1.4188,0.36434
330.9,213.67,1.463,0.28448
362.24,234.46,1.4145,0.30243
284.83,201.19,1.4593,0.33465
387.51,293.08,1.3649,0.37982
329.16,179.5,1.5904,0.36193
232.27,152.82,1.6655,0.36742
298.89,169.53,1.6241,0.32876
395.67,246.69,1.4612,0.30341
329.96,181.68,1.5928,0.32123
282.37,208.73,1.3648,0.34686
319.63,190.19,1.5061,0.38946
337.39,229.77,1.4192,0.3362
397.26,275.45,1.3765,0.32089
387.02,256.69,1.4751,0.32857
311.42,195.83,1.6029,0.34463
317.24,191.02,1.5219,0.31758
349.98,195.78,1.6455,0.36926
327.74,204.81,1.6391,0.33997
344.28,252.65,1.3246,0.34725
363.71,211.2,1.5983,0.3271
383.09,256.24,1.3836,0.32845
380.64,267.4,1.3853,0.33683
356.71,223.04,1.4945,0.3431
319.11,205.36,1.4006,0.35635
353.59,249.19,1.3117,0.33805
263.48,181.2,1.449,0.32552
372.99,244.54,1.4732,0.27762
301.25,196.38,1.3398,0.3918
363.74,216.84,1.5924,0.35971
357.77,213.93,1.5616,0.29037
355.62,239.34,1.484,0.30592
377.82,248.44,1.4379,0.32806
364.13,213.85,1.5671,0.33463
355.33,204.18,1.6048,0.35289
319.17,216.33,1.4325,0.31861
287.8,195.18,1.4891,0.37634
339.17,213.01,1.5622,0.32536
346.38,234.72,1.4374,0.29489
330.9,205.76,1.4962,0.34469
387.99,253.83,1.4284,0.31529
355.79,218.89,1.5012,0.29894
298.34,217.38,1.4345,0.30204
342.86,246.46,1.4151,0.33883
301.51,157.59,1.7632,0.33644
377.5,267.86,1.3761,0.30057
283.42,168.21,1.5798,0.33257
392.63,245.72,1.4968,0.30118
236.47,139.92,1.6182,0.35642
341.4,216.85,1.5125,0.31127
387.24,213.48,1.5846,0.35134
339.92,216.74,1.5037,0.33824
392.68,241.49,1.4571,0.317
386.1,267.55,1.4846,0.36509
363.06,271.29,1.3183,0.3341
346.82,227.86,1.4059,0.3191
365.54,219.87,1.5778,0.34907
389.2,205.76,1.6068,0.41004
286.65,193.48,1.4395,0.35591
363.26,235.36,1.4874,0.39175
396.18,266.94,1.4159,0.34239
399.84,221.8,1.6051,0.37389
339.56,225.12,1.3937,0.39811
380.95,269.12,1.4137,0.36464
391.76,267.71,1.4429,0.3717
314.92,243.91,1.421,0.32337
391.75,270.15,1.4091,0.3081
347.62,215.23,1.4519,0.32586
244,150.48,1.6239,0.35913
339.89,221.55,1.4965,0.3483
355.41,199.25,1.5851,0.33046
372.62,230.57,1.4969,0.3023
350.9,247.01,1.3877,0.34528
381.45,228.88,1.5343,0.33542
301.92,212.53,1.4217,0.35484
389.59,191.34,1.7617,0.32272
394.83,264.9,1.452,0.34728
262.39,167.51,1.5445,0.3407
362.36,230.53,1.4352,0.32637
390.34,252.96,1.4291,0.30427
353.78,214.11,1.5818,0.38403
277.63,176.16,1.4851,0.35142
388.12,225.39,1.5641,0.25493
303.35,195.34,1.4545,0.31612
369.98,217.88,1.5755,0.39506
352.21,234.85,1.43,0.36242
312.52,208.7,1.4633,0.29689
301.53,181.16,1.5829,0.30337
370.81,224.69,1.5096,0.336
231.03,159.52,1.5242,0.2818
286.82,185.41,1.5812,0.31166
242.03,142.35,1.6866,0.3698
346.13,234.12,1.5016,0.35169
383.31,256.84,1.479,0.32657
374.1,239.24,1.4482,0.28722
357.73,232.05,1.4629,0.32532
302.14,171.31,1.7326,0.35356
335.78,233.48,1.4232,0.35224
260.17,167.53,1.5171,0.35145
320.23,209.79,1.5212,0.33712
361.28,269.36,1.3582,0.33972
299.23,212.24,1.4251,0.33537
325.27,184.51,1.5985,0.47486
307.97,177.65,1.47,0.35532
393.12,234.54,1.4719,0.35899
333.32,200.03,1.4952,0.36265
305.88,207.34,1.4948,0.37583
286.76,200.37,1.417,0.3404
360.96,203.62,1.6213,0.42011
392.89,267.77,1.3492,0.39402
380.64,253.34,1.4197,0.30728
313.98,207.43,1.3741,0.40873
357.5,258.24,1.4246,0.35656
385.28,254.39,1.4008,0.31293
330.79,248.81,1.3598,0.34102
342.36,220.44,1.526,0.30224
288.37,164.14,1.5889,0.39354
287.38,203.93,1.4681,0.4035
343.63,216.5,1.4975,0.35288
256.5,159.36,1.6122,0.32048
328.06,204.41,1.5074,0.37832
399.68,279.45,1.3786,0.31877
306.9,185.59,1.5026,0.35011
311.47,172.27,1.6578,0.36367
307.41,171.96,1.6137,0.34979
391.96,302.41,1.3054,0.28521
375.06,224.72,1.5409,0.35091
392.71,272.53,1.3999,0.31405
359.68,237.32,1.441,0.36781
366.72,219.14,1.5874,0.27087
394.36,237.25,1.539,0.35421
357.84,235.58,1.4671,0.31526
341.34,230.1,1.4541,0.30589
394.47,290.43,1.3194,0.36362
397.33,246.43,1.4991,0.30118
392.29,257.41,1.4179,0.30657
363.23,213.34,1.4971,0.39564
389.88,306.73,1.2546,0.34354
322.32,197.83,1.6093,0.30032
328.56,241.35,1.3751,0.35043
374.44,231.92,1.4427,0.36721
364.35,240.14,1.4599,0.29779
392.16,230.9,1.5286,0.34818
359.84,224.44,1.5283,0.3654
313.5,185.89,1.6014,0.34236
381.19,267.72,1.3771,0.33149
282.25,186.03,1.4549,0.40725
329.21,208.22,1.5372,0.3533
340.76,206.45,1.5965,0.33459
332.41,204.08,1.5681,0.2749
315.07,175.99,1.6729,0.411
394,255.05,1.4915,0.35383
370.07,227.07,1.5195,0.34741
350.6,236.28,1.4223,0.30427
351.13,237.53,1.4437,0.34993
392.99,272.73,1.3594,0.35909
324.41,189.05,1.6549,0.33174
389.44,219.03,1.6786,0.35799
300.47,169.01,1.6426,0.33358
387.84,227.36,1.5542,0.36058
326.13,189.51,1.599,0.37016
312.66,194.32,1.54,0.27374
399.44,271.1,1.4125,0.39353
376.63,258.29,1.3918,0.31632
376.59,258.92,1.3992,0.36973
387.38,236.51,1.5504,0.37139
312.15,232.57,1.3674,0.34849
277.87,177.88,1.5944,0.34474
290.94,182.74,1.4834,0.35826
351.94,193.09,1.6038,0.33708
398.6,288.19,1.3543,0.35753
373.31,249.55,1.479,0.29934
321.08,200.88,1.4339,0.3154
322.28,188.25,1.5871,0.34085
311.34,202.82,1.5379,0.36543
314.39,226.15,1.3783,0.28435
358.42,231.79,1.4919,0.33301
341.02,205.39,1.5778,0.3416
312.11,193.88,1.5512,0.2745
331.95,211.37,1.4896,0.41509
223.35,156.49,1.4262,0.36845
351.61,201.16,1.5818,0.39015
343.09,236.49,1.3762,0.36147
367.61,244.17,1.4798,0.27655
363.11,241.35,1.5017,0.31449
397.19,258.28,1.4673,0.36737
373.83,213.44,1.504,0.36078
380.13,231.03,1.5561,0.32684
324.32,194.98,1.4977,0.35396
397.14,295.12,1.3362,0.3419
398.28,235.95,1.4881,0.32908
388.85,254.3,1.4795,0.30317
364.24,261.54,1.3894,0.26598
368.07,243.51,1.4494,0.34747
355.97,274.48,1.2817,0.34804
300.35,171.2,1.6321,0.3167
382.73,254.22,1.456,0.33194
312.43,177.66,1.6059,0.37421
391.4,215.6,1.6325,0.34699
292.48,183.07,1.5905,0.34359
367.79,249.56,1.4186,0.31485
363.89,227.64,1.458,0.38949
392.81,254.09,1.5035,0.35007
384.47,246.22,1.4883,0.30553
312.18,205.28,1.4431,0.33736
324.43,257.9,1.3352,0.33259
305.07,174.02,1.7159,0.33376
336.76,258.05,1.3886,0.37952
339.64,217.12,1.5099,0.32584
398.24,246.97,1.54,0.31337
380.35,247.12,1.4577,0.37427
372.93,284.52,1.3154,0.33334
392.84,302.92,1.3078,0.36125
353.24,233.31,1.4456,0.3282
310.34,186.23,1.5184,0.32761
380.67,226.79,1.5536,0.34032
396.17,266.18,1.329,0.38746
345.4,206.28,1.6297,0.42125
252.23,169.76,1.515,0.28772
362.48,240.23,1.4501,0.3131
328.24,238.06,1.4181,0.29966
372.98,262.73,1.3545,0.26601
310.88,194.16,1.6294,0.35357
330.95,215.75,1.4693,0.35276
394.59,274.72,1.3924,0.34279
279.95,179.89,1.4866,0.36774
353.19,206.26,1.5877,0.32649
297.88,209.78,1.4423,0.32093
272.32,153.85,1.6817,0.31531
367.48,227.38,1.5483,0.31844
395.17,239.07,1.487,0.31935
392.28,246.84,1.5609,0.36011
337.45,186.56,1.6329,0.32116
329.34,225.66,1.4163,0.33542
369.87,214.74,1.5957,0.32865
311.77,188.78,1.5432,0.31205
286.4,202.26,1.4091,0.41041
210.23,135.18,1.5949,0.35595
261.35,174.91,1.4846,0.3545
391.53,308.31,1.261,0.38999
331,163.03,1.7168,0.32491
329.35,179.17,1.6465,0.40747
339.6,205.8,1.5192,0.35084
334,242.91,1.3233,0.29115
314.46,214.81,1.4968,0.29442
368.8,217.41,1.5721,0.33084
274.9,174.41,1.5345,0.37175
376.31,208.39,1.584,0.36696
361.23,251.9,1.4105,0.33268
359.51,230.97,1.4682,0.34129
288.61,158.36,1.719,0.32567
377.3,258.55,1.4232,0.34652
329.97,191.13,1.617,0.34732
390.63,238.31,1.5034,0.36434
333.51,211.85,1.5152,0.35269
284.97,183.33,1.5606,0.30136
291.12,218.19,1.353,0.37432
347.2,225.22,1.4776,0.37406
354.68,229.03,1.5096,0.38961
297.16,191.53,1.4751,0.36708
392.33,261.05,1.4885,0.36145
368.84,223.48,1.541,0.29407
396.58,240.89,1.4722,0.36719
381.16,234.45,1.4874,0.43143
382.64,233.61,1.4628,0.3538
372.11,261.8,1.3614,0.36536
388.37,238.82,1.4876,0.35438
343.88,239.23,1.3922,0.30975
385.01,298.8,1.2803,0.31655
359.45,212.41,1.5265,0.33285
322.58,212.76,1.4126,0.3938
343.5,251.7,1.3709,0.32108
355.92,277.4,1.3213,0.29169
353.7,222.31,1.5236,0.37997
318.75,235.78,1.3234,0.31099
380.28,264.68,1.3663,0.33957
355.86,242.01,1.4117,0.32067
348.9,265.25,1.4135,0.38239
277.64,170.55,1.5375,0.34037
392.25,275.88,1.3301,0.30658
355.56,243.09,1.5172,0.33156
361.54,233.52,1.4712,0.35259
360.92,245,1.4418,0.33626
328.28,199.67,1.5629,0.3764
370.54,266.74,1.347,0.34521
326.66,272.76,1.2796,0.35785
360.31,256.52,1.3877,0.32368
367.63,226.98,1.467,0.39463
379.49,280.8,1.3354,0.32638
325.32,168.37,1.7205,0.44603
393.79,251.26,1.4851,0.3143
320.74,187.37,1.6206,0.29183
387.01,265.79,1.3509,0.34626
396.14,292.13,1.3921,0.32947
339.58,225.77,1.4651,0.30704
307.96,171.78,1.6573,0.31242
396.21,267.18,1.4509,0.34044
302.14,187.81,1.5832,0.34954
291.97,196.25,1.5063,0.34978
362.98,239.77,1.4325,0.36173
377.69,252.1,1.4025,0.36494
349.94,220.05,1.5317,0.37753
374.7,256.15,1.3199,0.37591
346.3,215.95,1.4969,0.36234
377.94,224.17,1.5357,0.28948
349.3,193.18,1.6791,0.35679
361.81,269.3,1.3103,0.39932
398.82,268.71,1.4469,0.29446
336.39,201.37,1.5825,0.32233
369.95,236.95,1.5258,0.34695
394.37,275.62,1.3807,0.30737
369.24,223.55,1.5071,0.26303
388.28,253.63,1.4686,0.29359
360.27,215.98,1.4914,0.34131
358.54,257.02,1.3671,0.36818
359.16,223.05,1.4483,0.33101
356.73,191.79,1.6177,0.34469
349.71,217.25,1.4751,0.38119
333.02,222.02,1.4876,0.31446
353.7,228.55,1.4933,0.36172
372.04,237.16,1.4646,0.32051
387.94,235.67,1.4533,0.35397
384.65,254.01,1.478,0.33726
329.06,220.76,1.4229,0.31888
399.78,244.41,1.4927,0.32876
340.38,198.29,1.5862,0.3179
346.45,210.24,1.5024,0.3154
349.08,203.35,1.6793,0.36024
384.59,266.49,1.3778,0.39696
386.23,231.63,1.5003,0.37395
351.97,268.01,1.2707,0.33964
348.04,243.97,1.4025,0.32054
307,193.46,1.5465,0.33851
371.62,245.12,1.4163,0.35398
290.01,192.8,1.4629,0.35031
386.82,248.19,1.4288,0.37124
388.37,241.86,1.4691,0.3246
384.03,247.29,1.4618,0.34879
329.31,200.28,1.5555,0.2777
325.5,202.26,1.5859,0.35112
319.15,214.72,1.505,0.33477
309.01,185.9,1.5441,0.35723
354.26,187.13,1.5934,0.39341
386.93,223.3,1.5353,0.42551
365.58,258.17,1.3935,0.33462
332.12,215.18,1.5138,0.38474
338.48,223.54,1.4853,0.32483
341.15,214.48,1.5196,0.34234
378.26,272.43,1.3769,0.34393
386.77,230.38,1.5784,0.32115
396.3,251.7,1.5121,0.40613
341.22,218.39,1.5173,0.34835
399.84,268.14,1.3857,0.33497
363.33,217.88,1.5769,0.32246
353.06,236.55,1.4494,0.38234
259.2,157.06,1.6198,0.31949
295.74,169.83,1.7058,0.33439
367.6,245.81,1.4142,0.39179
386.06,253.96,1.3667,0.31624
396.45,236.06,1.4811,0.31665
270.49,186.58,1.4497,0.28396
353.25,221.57,1.5606,0.35072
314.01,197.44,1.5246,0.35216
385.46,244.78,1.5661,0.32477
376.04,212.27,1.5544,0.3297
276.71,177.62,1.5422,0.28152
330.75,221.91,1.4979,0.28791
358.96,218.74,1.5265,0.32089
385.02,254.65,1.4662,0.31625
312.28,218.71,1.369,0.35962
340.34,209.6,1.5837,0.33346
293.55,220.78,1.3216,0.37129
336.87,202.3,1.555,0.32424
391.74,253.28,1.5083,0.35594
307.76,201.75,1.4411,0.36545
352.01,256.95,1.4101,0.35755
393.17,225.59,1.4919,0.36972
347.98,237.07,1.4453,0.34424
279.21,175.22,1.5479,0.27604
390.94,228.04,1.4866,0.37468
337.11,205.97,1.5144,0.33934
261.35,174.91,1.4846,0.3545
399.29,271.27,1.4115,0.35722
316.48,198.07,1.5223,0.34098
390.21,286.43,1.316,0.30927
242.3,169.46,1.4175,0.37927
328.21,223.88,1.4337,0.36977
315.54,206.8,1.4698,0.35154
390.46,236.85,1.5359,0.30716
397.05,215.44,1.621,0.31236
395.1,254.65,1.4317,0.31173
289.81,163.82,1.7034,0.35454
322.6,230.06,1.3194,0.34891
316.75,207.3,1.5296,0.29981
370.52,245.88,1.4271,0.349
373.23,217.84,1.5589,0.3654
262.49,154.77,1.5965,0.35376
316.1,202.36,1.4755,0.32989
363.71,232.19,1.5399,0.3364
280.8,178.73,1.4875,0.34685
381.41,222.97,1.5157,0.41542
385.17,239.62,1.4947,0.3562
334.15,194.19,1.6012,0.34559
321.55,170.13,1.725,0.41034
343.21,223.12,1.5135,0.32344
387.04,290.34,1.3497,0.33377
397.5,253.59,1.4465,0.33809
337.86,238.93,1.4262,0.35265
391.86,216.98,1.5799,0.39985
361.06,262.76,1.3484,0.33186
265.43,149.01,1.7305,0.37679
372.06,266.48,1.4411,0.30688
283.53,182.59,1.6047,0.35266
299.36,192.83,1.5194,0.3238
351.15,252.35,1.3926,0.32866
358.7,232.83,1.4759,0.32842
330.78,218.8,1.4644,0.34263
338.27,201,1.511,0.37037
291.43,169.09,1.6733,0.37767
346.92,227.54,1.425,0.31278
393.01,279.73,1.383,0.30277
377.16,260.88,1.4265,0.28747
376.14,273.46,1.375,0.33551
320.56,205.67,1.5032,0.35612
359.27,220.84,1.5911,0.33615
392.31,264.81,1.3659,0.34809
360.7,237.54,1.4605,0.27146
348.2,310.96,1.1772,0.32704
367.86,253.57,1.3898,0.3013
384.36,226.09,1.5587,0.38327
399.76,264.78,1.4499,0.30131
347.79,224.38,1.3662,0.36662
287.34,179.17,1.6077,0.31742
377.32,226.74,1.5126,0.30672
320.76,197.54,1.4964,0.32498
335.42,231.31,1.5031,0.32598
255.88,168.87,1.5272,0.31399
386.16,262.89,1.4275,0.41598
380.49,245.4,1.5002,0.32792
299,184.26,1.5899,0.42067
397.2,281.71,1.3692,0.30839
344.56,203.11,1.6168,0.35205
323.13,185.14,1.5862,0.38938
321.47,199.51,1.4801,0.37186
319.26,190.41,1.6205,0.30725
341.25,230.51,1.4792,0.34648
343.98,175.82,1.7664,0.37845
362.2,246.78,1.4156,0.32078
288.85,203.48,1.3811,0.31026
349.55,261.46,1.322,0.33693
301.08,210.22,1.4506,0.35421
291.94,188.41,1.4691,0.33769
381.89,253.91,1.4366,0.2914
344.08,218.09,1.5157,0.28352
267.11,147.99,1.6496,0.39581
384.85,290.11,1.2954,0.35841
366.41,249.81,1.3838,0.34092
345.26,225.33,1.4329,0.30582
304.94,166.59,1.68,0.35433
398.99,256.05,1.4291,0.38621
338.83,213.53,1.5148,0.30945
317.51,185.17,1.5928,0.32165
391.82,313.23,1.2985,0.31422
388.31,282.6,1.3121,0.32376
344.82,228.84,1.4169,0.32564
305.01,216.59,1.4177,0.31437
275.35,176.76,1.5295,0.34744
369.01,211.92,1.5708,0.36912
290.31,163.17,1.7164,0.32118
395.86,240.17,1.4628,0.38479
290.1,207.07,1.3523,0.37441
321.31,197.23,1.4602,0.35223
372.14,209.81,1.5604,0.36924
347.51,202.98,1.5628,0.41109
336.21,195.71,1.5641,0.31416
381.69,252.54,1.3718,0.32244
268.44,176.53,1.5202,0.31743
396.99,260.71,1.4744,0.2909
387.46,226.17,1.621,0.43048
356.58,224,1.476,0.35396
290.32,188.26,1.5039,0.33085
361.56,237.26,1.4188,0.31929
326.36,168.17,1.7505,0.39551
277.01,158.01,1.702,0.31852
341.17,210.95,1.5375,0.31879
379.99,238.47,1.4703,0.30077
290.97,185.57,1.5312,0.36125
266.62,158.29,1.5964,0.35769
308.18,203.74,1.4654,0.32799
301.11,200.24,1.4715,0.3589
330.15,202.98,1.5268,0.37237
391.78,258.43,1.3859,0.3251
328,227.48,1.439,0.37684
381.99,231.47,1.515,0.40005
394.81,285.65,1.4076,0.31788
375.66,275.7,1.3508,0.31661
390.53,271.54,1.4061,0.32146
388.18,253.81,1.4609,0.32784
306.6,164.52,1.6055,0.33765
276.59,174.42,1.4577,0.37117
269.21,216.04,1.3359,0.35616
280.43,195.66,1.4766,0.29067
335,207.35,1.5334,0.29165
363.99,234.32,1.4899,0.34399
273.55,194.84,1.4169,0.36374
278.37,179.65,1.5928,0.31712
293,176.84,1.5509,0.3252
384.22,234.33,1.5577,0.31859
380.56,251.2,1.4713,0.29637
303.02,193.18,1.4011,0.3555
378.37,263.15,1.3956,0.35042
392.81,260.75,1.4186,0.33092
325.69,194.6,1.594,0.33606
275.37,185.87,1.4828,0.28979
358.83,221.58,1.5256,0.32409
302.54,194.64,1.4135,0.4004
318.98,231.08,1.3714,0.3518
378.65,194.65,1.6241,0.38183
336.15,202.06,1.5894,0.34925
385.14,264.37,1.4668,0.33455
316.62,201.39,1.5456,0.27075
351.19,233.42,1.5041,0.27221
272.53,184.47,1.4345,0.35445
271.23,186.42,1.5227,0.40238
394.76,247.35,1.4811,0.37042
349.1,215.42,1.5332,0.29664
369.53,228.34,1.5364,0.37241
385.81,279.45,1.3398,0.33813
388.68,243.56,1.511,0.37084
349.57,203.32,1.5949,0.31471
316.32,234.66,1.3956,0.32466
240.68,155.58,1.6413,0.34685
347.92,186.66,1.6625,0.3336
301.95,196.78,1.4949,0.42332
304.45,192.44,1.5616,0.36391
385.63,246.65,1.5598,0.30497
372.93,232.36,1.4549,0.42067
317.94,198.4,1.4918,0.35517
345.43,208.94,1.4858,0.34564
242.3,169.46,1.4175,0.37927
365.27,238.53,1.4577,0.2865
359.4,245.29,1.4351,0.28802
362.07,252.02,1.4127,0.29565
382.7,230.87,1.498,0.36145
285.27,175.72,1.6593,0.32832
390.73,253.34,1.4368,0.31975
357.75,234.57,1.4897,0.37523
389.19,287.52,1.3309,0.33611
398.43,258.13,1.41,0.35304
333.26,210.91,1.5214,0.30698
365.67,257.24,1.4219,0.30334
390.84,234.79,1.4979,0.41038
329.15,211.44,1.5692,0.29695
315.98,211.76,1.5267,0.29993
342.5,231.55,1.3692,0.32685
384,240.43,1.4733,0.36385
341.59,227.06,1.3928,0.37355
304.58,176.57,1.6062,0.36645
332.48,205.98,1.4865,0.40319
362.31,226.57,1.4822,0.28522
374.67,254.42,1.3972,0.31989
354.17,225.66,1.4715,0.36123
367.26,238.76,1.4651,0.34255
260.59,174.72,1.55,0.31756
228.46,138.31,1.7003,0.35992
328.92,233.03,1.419,0.32596
260.33,186.94,1.4449,0.36788
397.3,285.97,1.3489,0.3253
374.26,277.14,1.3399,0.36441
380.5,248.38,1.4761,0.33154
350.05,233.26,1.4581,0.33144
335.25,212.17,1.4182,0.36774
347.34,193.14,1.6163,0.38531
370.47,229.1,1.5335,0.35229
357.8,242.16,1.4399,0.36807
381.39,309.73,1.2575,0.38477
352.84,264.32,1.3842,0.2976
237.48,169.97,1.5021,0.35884
383.86,261.61,1.3916,0.3332
317.85,203.16,1.5757,0.40586
358.96,231.43,1.473,0.28028
294.37,194.96,1.4522,0.33227
373.1,228.45,1.5517,0.30671
345.81,215.68,1.4998,0.33642
397.41,277.11,1.3488,0.31247
242.03,142.35,1.6866,0.3698
390.3,265.22,1.3735,0.33373
371.87,250.99,1.4372,0.31543
351.59,232.62,1.4228,0.31587
363.01,214.82,1.5242,0.3649
318.64,198.13,1.5757,0.34637
341.01,232.08,1.4303,0.31079
351.07,214.13,1.5302,0.38766
317.87,194.47,1.6323,0.31592
328.32,232.37,1.3696,0.35723
345.05,229.86,1.4695,0.34358
383.18,280.71,1.3784,0.33792
374.08,242.76,1.4712,0.32683
379.95,222.48,1.4795,0.33873
350.17,227.22,1.4161,0.32078
376.71,221.33,1.5968,0.37133
336.87,222.85,1.4827,0.35077
390.39,286.8,1.3435,0.33528
372.61,242.25,1.5177,0.29004
376.09,237.02,1.5147,0.34265
341.61,219.09,1.5485,0.29089
273.18,154.81,1.7441,0.34798
377.84,251.06,1.4379,0.34232
305.92,199.89,1.4584,0.32574
306.45,226.94,1.3728,0.31548
376.46,227.11,1.488,0.30997
343.74,209.23,1.5875,0.31344
381.84,238.98,1.5269,0.3238
237.48,169.97,1.5021,0.35884
335.6,211.13,1.4432,0.3929
353.98,195.39,1.7076,0.39034
399.88,242.33,1.4904,0.31937
342.25,190.16,1.6482,0.33152
354.04,196.12,1.7084,0.3371
247.38,157.57,1.5451,0.27804
367.25,258.2,1.3424,0.32372
384.69,289.9,1.3362,0.36384
352.65,204.18,1.6301,0.34807
321.31,215.94,1.4482,0.36845
338.02,233.68,1.3965,0.29549
260.88,158.26,1.7118,0.37394
326.28,206.41,1.541,0.319
339.31,200.42,1.5268,0.33463
368.15,215.18,1.5535,0.3597
360.48,245.8,1.367,0.33996
222.68,151.88,1.5068,0.37398
392.81,294.1,1.3444,0.38284
371.83,240.47,1.3983,0.37126
395.42,268.96,1.3294,0.3318
365.8,248.04,1.4002,0.33787
301.51,157.59,1.7632,0.33644
383.63,265.78,1.3888,0.31611
383.12,262.98,1.4117,0.32715
363.99,218.87,1.507,0.34096
354.5,194.48,1.7379,0.32799
283.92,177.74,1.6635,0.33222
384.48,275.19,1.3749,0.29605
328.31,236.16,1.3628,0.34625
376.21,257.92,1.3615,0.33282
393.95,234.98,1.5427,0.3477
344.99,185.54,1.6826,0.38814
316.75,195.3,1.4994,0.39859
300.82,212.05,1.4553,0.33687
273.71,160.97,1.7187,0.37431
364.61,256.09,1.3874,0.33903
356.93,227.24,1.4847,0.35953
365.89,269.38,1.3193,0.41186
355.52,200.91,1.6201,0.35556
397.87,255.67,1.4093,0.34627
399.56,282.04,1.321,0.38364
299.72,196.95,1.4912,0.37974
394.21,259.71,1.5021,0.36091
399.17,238.04,1.5407,0.33261
347.94,286.44,1.3072,0.33898
381.12,301.55,1.2886,0.33202
380.13,228.03,1.5539,0.36068
347.07,214.07,1.4675,0.36982
255.88,168.87,1.5272,0.31399
361.11,223.95,1.5164,0.30474
275.35,176.76,1.5295,0.34744
371.36,245.51,1.4492,0.30346
376.62,238.15,1.4638,0.31355
364.82,294.1,1.3108,0.34218
345.29,221.28,1.5094,0.36486
355.4,281.86,1.3117,0.30576
322.73,199.72,1.5297,0.3435
384.06,241.63,1.4912,0.31368
295.53,200.15,1.4272,0.34198
278.2,190.29,1.4641,0.3247
295.67,216.56,1.3229,0.31864
345.54,178.8,1.8095,0.32972
370.78,250.26,1.4722,0.39148
392.22,291.99,1.306,0.36812
345.14,237.47,1.4417,0.31159
346.76,232.81,1.4446,0.31068
370.54,307.28,1.2098,0.35601
374.3,239.65,1.4358,0.36154
356.01,203.49,1.6066,0.36469
353.18,270.5,1.3331,0.30411
385.93,276.08,1.3637,0.38224
334.32,214.82,1.4436,0.36229
312.35,197.37,1.5314,0.36886
393.73,270.86,1.3939,0.33886
358.93,238.29,1.4406,0.38484
313.19,201.98,1.5607,0.34392
326.16,197.51,1.5708,0.4222
380.69,234.94,1.5021,0.35373
368.27,256.93,1.3673,0.33898
281.15,169.99,1.6612,0.32747
271.98,192.3,1.5225,0.32265
386.75,242.01,1.4593,0.34844
356.69,253.49,1.3903,0.38942
373.27,288.95,1.2877,0.31687
328.55,205.62,1.5192,0.35419
210.23,135.18,1.5949,0.35595
373.9,228.37,1.6146,0.37912
379.64,246.09,1.4947,0.3532
347.87,233.81,1.4557,0.35331
307.86,194.05,1.5176,0.33244
365.17,254.31,1.3995,0.33946
279.95,179.89,1.4866,0.36774
389.92,272.95,1.4284,0.40595
